.\eredmenyek\\010, 0.6991608348728183,0.6013675683632825,0.6188229912445432,0.7836482177466378,0.5110521918479921,0.5068000912234674,0.5130988257928435,0.5116227845246815,0.5265277139347011, ,0.5678410788385189,0.5552762603799475,0.5778006726758689,0.5842639395523256,0.5130469482842342,0.5125003338630267,0.5082493907823997,0.5139682123934731,0.52783897805057, ,0.8157001821544317,0.7839624749276989,0.8319907803452081,0.8411317158715972,0.6757522754077306,0.689387430286953,0.6726696270707536,0.7228590643561988,0.7435245803762354, ,
.\eredmenyek\\016, 0.6716972262553832,0.7771593387847057,0.656362406413737,0.8710572648802059,0.5976644083665038,0.6067159857791736,0.7142562998794618,0.610556249560797,0.6272514514583525, ,0.6141635746884521,0.6253762509835942,0.6094884266590999,0.6415640959153119,0.5427814346212789,0.5690281704972893,0.5889605812054505,0.5551989745628431,0.5878823071279062, ,0.9180921565251698,0.918357912088627,0.8823278144761769,0.9146586808807401,0.7823662789138381,0.8543072388576934,0.8496936423104049,0.8004224862512102,0.8367273454518214, ,
.\eredmenyek\\018, 0.7692514512406001,1.0374752262038833,0.7510413547992283,0.8177257008469093,0.5323432267880539,0.5196207075381253,0.544795642044694,0.5019914006456057,0.534902404388047, ,0.6140718134709602,0.6369251663987804,0.6064040734180336,0.6004898735106499,0.5538202305721392,0.48403860729026627,0.5037502083425806,0.4910558681905843,0.4946397405334351, ,0.9626571018689427,0.9706190972418808,0.9526526080349045,0.9395009928993442,0.7909609772291738,0.805904714468663,0.8429854983843224,0.7918528133879867,0.7763192620822084, ,
.\eredmenyek\\026, 0.4658398959888093,0.567519559298752,0.3384417600093872,0.532466624511645,0.60386573436714,0.6629408810666316,0.44065893588942123,0.5708243662412594,0.4884672639911635, ,0.4055701276144533,0.3913152543667971,0.3914259881746434,0.40669734399906143,0.6505403167397624,0.47218055331531467,0.46353633924806514,0.4837578969827792,0.49788374189639506, ,0.5729088208701275,0.5340348938735997,0.5421381905762641,0.511789206940769,0.6868788118560426,0.5173371595749424,0.5101939471787599,0.5292850047980404,0.510927381946411, ,
.\eredmenyek\\027, 0.10722931083774827,0.11544197025131296,0.10880083498295018,0.14564738356665566,0.10225766270286735,0.09528097198831995,0.10786226734916969,0.09367459449989278,0.12866153127984414, ,0.08948158576565264,0.095189400781382,0.09333069425732535,0.13802696782374585,0.07263829250120366,0.07645745970299046,0.08198879596097622,0.07868061421393456,0.10632763541508691, ,0.2738305437456211,0.25736374083878744,0.2942090543684556,0.36063402079716544,0.2469431880132546,0.2466997389512397,0.24173774847226467,0.2682114571365773,0.32254062388240473, ,
.\eredmenyek\\029, 0.37395053879127405,0.36744888703901607,0.3956643510460295,0.41881368393570767,0.30837712107273757,0.2952560565261034,0.29343781617739395,0.29620390894934484,0.3325438468155209, ,0.34691068830713856,0.33640057620831487,0.335944704557868,0.3731868415734296,0.289731860891457,0.2715063106145629,0.27516481511181784,0.272205434648611,0.30112226901418737, ,0.7690868852011392,0.7777223891864389,0.7797902696930588,0.7933467107643685,0.5749922713777539,0.5626070700537342,0.6140494204159551,0.5704480829871715,0.6127302628850996, ,
.\eredmenyek\\031, 0.7257415300784119,0.6091566652890846,0.8015481347455847,0.8424802635367995,0.6114651062825344,0.6603863148359808,0.6085829479111174,0.7144088489397051,0.8646886555695106, ,0.6798967834236664,0.6935153638741056,0.6631918220346114,0.6713015104960736,0.7216839573779115,0.6896132107377534,0.6889507692081022,0.6720298972968693,0.6707023284077585, ,0.8508510760958895,0.8656877684276075,0.893152991236828,0.9032940559402561,0.7812079017689378,0.8168477598908682,0.8231307001561176,0.8423468224629039,0.8415971883982009, ,
.\eredmenyek\\033, 1.318497127242184,0.996261988201253,1.304414206586989,1.4333620990971359,1.3705274484239844,1.0089084430998927,0.9021360221920289,1.2702347183650222,1.0436243342386342, ,0.8982767365444354,0.898250661472565,0.8157822871353272,0.8190364737168319,0.7855304980512261,0.8259921015966525,0.8475275187037676,0.762886159495232,0.7724057787413383, ,1.0,0.9999163209093128,0.9900132235072887,0.9821489637736205,0.8717101806250793,0.9986940825798701,0.9998237853777826,0.9610729662367121,0.9413008074181866, ,
.\eredmenyek\\036, 0.13779115574535372,0.1518794692146019,0.14227997411838358,0.16843581819773762,0.13016418022275936,0.125211770157847,0.14174632359674888,0.1269703140974964,0.1439027997130396, ,0.14766469758547066,0.19070407002618228,0.1564682718801577,0.17740551448724623,0.1649228057587047,0.12700197034711785,0.1334161800219209,0.12200874769950164,0.14552684773061278, ,0.41160248954840295,0.46227128611881974,0.4184677662016296,0.44600021171981447,0.4000762790964201,0.32471323231068044,0.36047610531529056,0.32233924181217877,0.3535706234062816, ,
.\eredmenyek\\040, 0.35528557572072733,0.3614658078185411,0.34924120044924734,0.523323898596134,0.2873103410944574,0.2899179687941141,0.2877748783995283,0.28399836633376546,0.32289216849745345, ,0.3490350037654466,0.34776353623030404,0.3549313230944579,0.3935179542991116,0.30826698322775054,0.29269665253187493,0.2982357840390148,0.29366071961495077,0.3387780230811107, ,0.6873579388338437,0.6803857730421784,0.6794166755307623,0.7078865501949471,0.5676731613666003,0.5872422125618488,0.5914151339498654,0.5732931417066969,0.5981533050128756, ,
